,Unnamed: 0,name,isin,type,dtcreated,language,headline,label,id
1264,1264,Danisco A/S,DK0010207497,0,2010-05-06,1,strong fourth quarter triggers earnings upgrade,1.0,DK00102074972010-05-06
1265,1265,IFCO SYSTEMS N.V.,NL0000268456,0,2010-05-06,1,ifco systems n.v.: secondary public offering by apax funds,1.0,NL00002684562010-05-06
1266,1266,Latvijas Gaze,LV0000100899,0,2010-05-06,1,report on observance of corporate governance principles for the year 2009,1.0,LV00001008992010-05-06
1267,1267,GN Store Nord A/S,DK0010272632,0,2010-05-06,1,german federal supreme court: “prohibition of gn resound sale to sonova was an error”,1.0,DK00102726322010-05-06
1268,1268,Colonia Real Estate AG,DE0006338007,0,2010-05-06,1,colonia real estate ag successfully places convertible bonds,0.0,DE00063380072010-05-06
1269,1269,Atlantic Petroleum P/F,FO000A0DN9X4,0,2010-05-06,1,april best producing month for atlantic petroleum since production commenced,1.0,FO000A0DN9X42010-05-06
1270,1270,Rofin-Sinar Technologies Inc.,US7750431022,0,2010-05-06,1,"rofin-sinar technologies inc. reports results for second quarter fiscal year 2010: quarterly order entry, sales and net income improved by 75%, 27% and 299%, respectively, year-over-year; board authorizes share buyback program ",0.0,US77504310222010-05-06
1271,1271,VEF Radiotehnika RRR,LV0000100972,0,2010-05-06,1,radiotehnika has never been and will not be a hypermarket,1.0,LV00001009722010-05-06
1272,1272,Nokia,FI0009000681,0,2010-05-06,1,"kallasvuo addresses nokia agm, says 2010 a key year",0.0,FI00090006812010-05-06
1273,1273,Topsil Semiconductor Materials A/S,DK0010271584,0,2010-05-06,1,report on insiders' transactions,0.0,DK00102715842010-05-06
1274,1274,TAG Immobilien AG,DE0008303504,0,2010-05-06,1,"tag immobilien ag: tag acquires residential real estate portfolio with 1,961 units, resolves a capital increase against contribution in kind of approx. 5.5 million new shares",0.0,DE00083035042010-05-06
1275,1275,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,DE0008430026,0,2010-05-07,1,munich re continues share buy-backs ,0.0,DE00084300262010-05-07
1276,1276,Stora Enso Oyj,FI0009005961,0,2010-05-07,1,stora enso signs eur 165 million loan agreement,0.0,FI00090059612010-05-07
1280,1280,Millicom International Cellular S.A.,SE0001174970,0,2010-05-07,1,convening notice for annual general meeting,0.0,SE00011749702010-05-07
1286,1286,TAG Immobilien AG,DE0008303504,0,2010-05-07,1,tag immobilien ag: tag immobilien ag successfully placed convertible bond over eur 30 million - the issue was significantly oversubscribed,1.0,DE00083035042010-05-07
1287,1287,Lassila & Tikanoja Oyj,FI0009010854,0,2010-05-07,1,lassila & tikanoja to start repurchase of own shares,0.0,FI00090108542010-05-07
1290,1290,Cimber Sterling Group,DK0060196848,0,2010-05-07,1,traffic figures - march/april 2010,1.0,DK00601968482010-05-07
1291,1291,Atlantic Petroleum P/F,FO000A0DN9X4,0,2010-05-07,1,"development feasibility study commences on helvick field, sel 2/07, celtic sea, offshore ireland",0.0,FO000A0DN9X42010-05-07
1292,1292,A.S. Création Tapeten AG,DE000A1TNNN5,0,2010-05-07,1,"a.s. création tapeten ag: managing board contracts of jörn kämper and maik krämer renewed until march 31, 2016",1.0,DE000A1TNNN52010-05-07
1295,1295,Topsil Semiconductor Materials A/S,DK0010271584,0,2010-05-07,1,report on insiders' transactions,0.0,DK00102715842010-05-07
1296,1296,INTERSHOP COMMUNICATIONS AG,DE000A0EPUH1,0,2010-05-07,1,intershop announces capital increase ,1.0,DE000A0EPUH12010-05-07
1297,1297,Century Aluminum Company,IS0000014884,0,2010-05-07,1,century aluminum subsidiary cba negotiations continue; smelter operating normally,0.0,IS00000148842010-05-07
1298,1298,DIC Asset AG,DE000A1X3XX4,0,2010-05-10,1,dic asset ag posts profitable start into the new year,1.0,DE000A1X3XX42010-05-10
1299,1299,DIALOG SEMICONDUCTOR Plc.,GB0059822006,0,2010-05-10,1,dialog semiconductor plc.: dialog semiconductor announces results for the first quarter of 2010,0.0,GB00598220062010-05-10
1301,1301,Technopolis,FI0009006886,0,2010-05-10,1,technopolis' registration document approved by the finnish financial super-visory authority,1.0,FI00090068862010-05-10
1302,1302,CENIT AG,DE0005407100,0,2010-05-10,1,cenit posts highly stable 1st quarter ,1.0,DE00054071002010-05-10
1304,1304,Stockmann Oyj Abp,FI0009000251,0,2010-05-10,1,stockmann group's revenue in april 2010,1.0,FI00090002512010-05-10
1305,1305,HolidayCheck Group AG,DE0005495329,0,2010-05-10,1,tomorrow focus ag increases revenue by 44.5 percent in the first quarter of 2010 - earnings up year on year despite extensive investment,0.0,DE00054953292010-05-10
1306,1306,GeoSentric Oyj,FI0009004204,0,2010-05-10,1,nomination and corporate governance committee's proposal to annual general meeting for nomination of board members,1.0,FI00090042042010-05-10
1307,1307,Century Aluminum Company,IS0000014884,0,2010-05-10,1,century aluminum subsidiary cba negotiations continue; smelter operating normally,1.0,IS00000148842010-05-10
1308,1308,Ponsse Oyj,FI0009005078,0,2010-05-10,1,ponsse plc to start repurchase of own shares,1.0,FI00090050782010-05-10
1309,1309,Topsil Semiconductor Materials A/S,DK0010271584,0,2010-05-10,1,report on insiders' transactions,1.0,DK00102715842010-05-10
1310,1310,A.P. MÃ¸ller - MÃ¦rsk A/S,DK0010244508,0,2010-05-10,1,announcement of managerial staffs etc. trading in accordance with the danish securities trading act section 28(a).,1.0,DK00102445082010-05-10
1311,1311,PAION AG,DE000A0B65S3,0,2010-05-10,1,paion ag enters into an equity facility agreement for eur 15 million ,1.0,DE000A0B65S32010-05-10
1313,1313,BayWa AG,DE0005194062,0,2010-05-10,1,baywa ag sells a majority stake in the group holding frisch & frost,1.0,DE00051940622010-05-10
1314,1314,United Labels AG,DE0005489561,0,2010-05-10,1,united labels ag: united labels ag's revenue and earnings grow during the first quarter,0.0,DE00054895612010-05-10
1315,1315,STADA Arzneimittel AG,DE0007251803,0,2010-05-10,1,stada: appointment of executive board member christof schumann not extended,1.0,DE00072518032010-05-10
1316,1316,Marel hf.,IS0000000388,0,2010-05-10,1,issuance of stock options,0.0,IS00000003882010-05-10
1317,1317,Deutsche Börse AG,DE0005810055,0,2010-05-10,1,deutsche börse ag: deutsche börse ag releases q1/2010 results,1.0,DE00058100552010-05-10
1318,1318,SÜSS MicroTec SE,DE000A1K0235,0,2010-05-10,1,süss microtec ag resolves upon capital increase from authorized capital excluding subscription rights,1.0,DE000A1K02352010-05-10
1319,1319,AT&S Austria Technologie & Systemtechnik AG,AT0000969985,0,2010-05-11,1,at&s announces results for the financial year 2009/10 and fourth quarter to 31 march 2010,0.0,AT00009699852010-05-11
1320,1320,Wolford AG,AT0000834007,0,2010-05-11,1,wolford ag: ad hoc announcement: sales in the fourth quarter of the 2009/10 fiscal year,1.0,AT00008340072010-05-11
1321,1321,Pankl Racing Systems AG,AT0000800800,0,2010-05-11,1,pankl racing systems ag: h1 2009/10,1.0,AT00008008002010-05-11
1322,1322,Leifheit Aktiengesellschaft,DE0006464506,0,2010-05-11,1,leifheit ag: leifheit reports first quarter growth despite weak consumption,0.0,DE00064645062010-05-11
1323,1323,CTS Eventim AG & Co. KGaA,DE0005470306,0,2010-05-11,1,cts eventim maintains strong performance in q1/2010,1.0,DE00054703062010-05-11
1324,1324,Columbus A/S,DK0010268366,0,2010-05-11,1,columbus it wins strategic important contract with the leading department store in the baltic states,1.0,DK00102683662010-05-11
1325,1325,Salcomp Oyj,FI0009013924,0,2010-05-11,1,invitation to a teleconference: salcomp will publish the january-march interim report on 18 may 2010,1.0,FI00090139242010-05-11
1326,1326,SÜSS MicroTec SE,DE000A1K0235,0,2010-05-11,1,süss microtec ag successfully finalized capital increase,0.0,DE000A1K02352010-05-11
1327,1327,D/S Norden,DK0060083210,0,2010-05-11,1,norden sells 4 handysize vessels,0.0,DK00600832102010-05-11
1328,1328,Danske Bank A/S,DK0010274414,0,2010-05-11,1,transactions made by persons obliged to report to the danish fsa and nasdaq omx copenhagen a/s. report no. 10/2010,1.0,DK00102744142010-05-11
1329,1329,Auriga Industries A/S,DK0010233816,0,2010-05-11,1,cheminova acquires rogor business from isagro,0.0,DK00102338162010-05-11
1330,1330,Nokia,FI0009000681,0,2010-05-11,1,nokia simplifies its organizational structure to accelerate execution and innovation,0.0,FI00090006812010-05-11
1332,1332,Genmab A/S,DK0010272202,0,2010-05-11,1,genmab announces 2010 first quarter results,0.0,DK00102722022010-05-11
1334,1334,Orascom Development Holding AG,CH0038285679,0,2010-05-11,1,press release orascom development holding ag,1.0,CH00382856792010-05-11
1336,1336,Deufol SE,DE000A1R1EE6,0,2010-05-12,1,d.logistics ag in the first quarter 2010: back on track,0.0,DE000A1R1EE62010-05-12
1337,1337,CENTROTEC Sustainable AG,DE0005407506,0,2010-05-12,1,centrotec sustainable ag: record-breaking revenue and earnings,1.0,DE00054075062010-05-12
1338,1338,SURTECO GROUP SE,DE0005176903,0,2010-05-12,1,surteco se: quarterly figures for the period 1 january to 31 march 2010,0.0,DE00051769032010-05-12
1339,1339,RATIONAL AG,DE0007010803,0,2010-05-12,1,"rational ag: business development stabilised, growth expectations confirmed",1.0,DE00070108032010-05-12
1340,1340,Aspocomp Group Oyj,FI0009008080,0,2010-05-12,1,the french court of appeal ordered aspocomp to pay compensation to former employees of aspocomp s.a.s.,1.0,FI00090080802010-05-12
1342,1342,UMS United Medical Systems International AG i.L.,DE0005493654,0,2010-05-12,1,ums ag generates earnings of 15 cents per share in q1 2010 - forecast for the year confirmed,1.0,DE00054936542010-05-12
1343,1343,Vita 34 AG,DE000A0BL849,0,2010-05-12,1,vita 34 international ag: vita 34 has taken over majority in spanish partner secuvita,1.0,DE000A0BL8492010-05-12
1344,1344,Neo Industrial Oyj,FI0009800296,0,2010-05-12,1,neomarkka board's decision to acquire company's own shares by contractual trade,0.0,FI00098002962010-05-12
1345,1345,SolarWorld AG i.I.,DE000A1YCMM2,0,2010-05-12,1,board of management of solarworld ag decides on share repurchase,1.0,DE000A1YCMM22010-05-12
1346,1346,Harju Elekter,EE3100004250,0,2010-05-12,1,information released by harju elekter,1.0,EE31000042502010-05-12
1347,1347,Københavns Lufthavne A/S,DK0010201102,0,2010-05-12,1,traffic statistics april 2010,0.0,DK00102011022010-05-12
1348,1348,Topsil Semiconductor Materials A/S,DK0010271584,0,2010-05-12,1,report on insiders' transactions,0.0,DK00102715842010-05-12
1349,1349,GeoSentric Oyj,FI0009004204,0,2010-05-12,1,cancellation of annual general meeting,1.0,FI00090042042010-05-12
1351,1351,Honkarakenne Oyj,FI0009900104,0,2010-05-12,1,negotiations concluded under the act on co-operation within undertakings,0.0,FI00099001042010-05-12
1353,1353,Ventspils nafta,LV0000100816,0,2010-05-12,1,possible illegal activities conducted with vn shares,0.0,LV00001008162010-05-12
1354,1354,SAP SE,DE0007164600,0,2010-05-12,1,"sap ag: sap to acquire sybase, inc. ",1.0,DE00071646002010-05-12
1355,1355,Advanced Vision Technology Ltd.,IL0010837248,0,2010-05-13,1,advanced vision technology ltd.: 1st quarter 2010,1.0,IL00108372482010-05-13
1356,1356,Airbus SE,NL0000235190,0,2010-05-14,1,eads reports results of first quarter 2010,1.0,NL00002351902010-05-14
1357,1357,Borussia Dortmund GmbH & Co. KGaA,DE0005493092,0,2010-05-14,1,borussia dortmund announces results of the third quarter 2009/2010,0.0,DE00054930922010-05-14
1358,1358,Comarch Software und Beratung AG,DE000A1KRMR8,0,2010-05-14,1,"softm software und beratung ag: software revenues stable, improved results ",0.0,DE000A1KRMR82010-05-14
1359,1359,Biohit Oyj,FI0009005482,0,2010-05-14,1,amendments to articles of association of biohit oyj come into power today,0.0,FI00090054822010-05-14
1360,1360,Ixonos,FI0009008007,0,2010-05-14,1,ixonos' base prospectus published,1.0,FI00090080072010-05-14
1361,1361,Eik Banki P/F,FO0005702340,0,2010-05-14,1,eik banki obtains fixed rate loan of eur 140 million,1.0,FO00057023402010-05-14
1362,1362,Century Aluminum Company,IS0000014884,0,2010-05-14,1,date of earliest transaction 05/12/2010,1.0,IS00000148842010-05-14
1363,1363,Princess Private Equity Holding Ltd.,DE000A0LBRM2,0,2010-05-14,1,princess private equity holding ltd.: resolution regarding the convening of the annual general meeting,1.0,DE000A0LBRM22010-05-14
1364,1364,Medios AG,DE000A1MMCC8,0,2010-05-14,1,mim mondo igel media ag: losses reduce equity capital,1.0,DE000A1MMCC82010-05-14
1365,1365,Olainfarm,LV0000100501,0,2010-05-17,1,olainfarm's sales and profits increase,0.0,LV00001005012010-05-17
1366,1366,Nexus AG,DE0005220909,0,2010-05-17,1,nexus ag: increase of net earnings and sales in the first quarter 2010,1.0,DE00052209092010-05-17
1367,1367,Technopolis,FI0009006886,0,2010-05-17,1,technopolis plc contemplates share issue directed to institutional investors; receipt of subscription undertakings will commence on 17 may 2010,0.0,FI00090068862010-05-17
1368,1368,Joyou AG i.L.,DE000A0WMLD8,0,2010-05-17,1,joyou ag has been granted a preferential tax treatment,1.0,DE000A0WMLD82010-05-17
1369,1369,Larox Oyj,FI0009900328,0,2010-05-17,1,larox corporation applies for delisting of its shares,1.0,FI00099003282010-05-17
1370,1370,CropEnergies AG,DE000A0LAUP1,0,2010-05-17,1,cropenergies ag to pay a dividend of eur 0.05 per share ,1.0,DE000A0LAUP12010-05-17
1373,1373,Panostaja Oyj,FI0009800361,0,2010-05-17,1,invitation to panostaja oyj's press conference,1.0,FI00098003612010-05-17
1374,1374,Ixonos,FI0009008007,0,2010-05-17,1,ixonos plans rights issue to raise approx. eur 6 million,0.0,FI00090080072010-05-17
1375,1375,Greentech Energy Systems A/S,DK0010240514,0,2010-05-17,1,monthly update for april 2010,0.0,DK00102405142010-05-17
1376,1376,Kurzemes atslega 1,LV0000100402,0,2010-05-17,1,about the differences between revised and non-revised annual report.,1.0,LV00001004022010-05-17
1377,1377,Netop Solution A/S,DK0010288125,0,2010-05-17,1,part of a convertible loan to be converted,1.0,DK00102881252010-05-17
1378,1378,ZEAL Network SE,DE000ZEAL241,0,2010-05-17,1,tipp24 se: statistically unusually high winnings payout,0.0,DE000ZEAL2412010-05-17
1379,1379,Latvijas tilti,LV0000100311,0,2010-05-18,1,about difference in the profit net,0.0,LV00001003112010-05-18
1380,1380,Orad Hi-Tec Systems Ltd,IL0010838071,0,2010-05-18,1,orad hi-tec systems ltd: orad with positive business development in the first quarter of 2010 ,1.0,IL00108380712010-05-18
1381,1381,Atlantic Petroleum P/F,FO000A0DN9X4,0,2010-05-18,1,"update on ardmore field, sel 2/07, celtic sea, offshore ireland",1.0,FO000A0DN9X42010-05-18
1382,1382,CropEnergies AG,DE000A0LAUP1,0,2010-05-18,1,cropenergies aims to more than double operating profit in 2010/11,1.0,DE000A0LAUP12010-05-18
1383,1383,Alliance Oil Company Ltd,SE0000739286,0,2010-05-18,1,alliance oil schedules presentation to review first quarter results,1.0,SE00007392862010-05-18
1385,1385,Heidelberg Pharma AG,DE000A11QVV0,0,2010-05-18,1,wilex ag: redectane(r) meets both endpoints specificity and sensitivity with,1.0,DE000A11QVV02010-05-18
1391,1391,Salcomp Oyj,FI0009013924,0,2010-05-19,1,the board of directors of salcomp plc resolved on new incentive programs and related directed issue of new shares for group key personnel,0.0,FI00090139242010-05-19
1392,1392,Arise Windpower AB,SE0002095604,0,2010-05-19,1,arise windpower signs 10-year co-operation agreement with e.on elnät,1.0,SE00020956042010-05-19
1393,1393,Technopolis,FI0009006886,0,2010-05-19,1,technopolis plc's directed share issue to be completed; share subscription price resolved and shares subscribed,0.0,FI00090068862010-05-19
1394,1394,GeoSentric Oyj,FI0009004204,0,2010-05-19,1,change in publishing date of first quarter's interim report,0.0,FI00090042042010-05-19
1395,1395,Daugavpils lokomotivju remonta rupnica,LV0000101061,0,2010-05-19,1,information about the differences between the inspecting and non-inspected annual reports,1.0,LV00001010612010-05-19
1396,1396,Plaut Aktiengesellschaft,AT0000A02Z18,0,2010-05-19,1,plaut aktiengesellschaft: noteworthy results despite restrained investment activity ,1.0,AT0000A02Z182010-05-19
1397,1397,Auriga Industries A/S,DK0010233816,0,2010-05-19,1,death,0.0,DK00102338162010-05-19
1399,1399,Latvijas kugnieciba,LV0000101103,0,2010-05-19,1,a statement from latvian shipping company council chairman māris gailis:,1.0,LV00001011032010-05-19
1401,1401,Turbon AG,DE0007504508,0,2010-05-19,1,turbon ag: public share buyback offer ,1.0,DE00075045082010-05-19
1402,1402,118000 AG,DE0006911902,0,2010-05-19,1,supervisory board of goyellow media ag appoints new management board member: ,0.0,DE00069119022010-05-19
1403,1403,Max Bank A/S,DK0010305903,0,2010-05-19,1,3.92% max bank 2013 - id code dk0030005830,0.0,DK00103059032010-05-19
1404,1404,Valmieras stikla škiedra,LV0000100485,0,2010-05-19,1,difference between jsc 'valmieras stikla šķiedra' audited and unaudited annual report 2009,1.0,LV00001004852010-05-19
1405,1405,Rigas kugu buvetava,LV0000100378,0,2010-05-19,1,reference to 05/19/2010 publications in the newspaper “dienas bizness” (business day)  and the news portal delfi.,1.0,LV00001003782010-05-19
1406,1406,Exiqon A/S,DK0060077758,0,2010-05-19,1,exiqon a/s issues new warrants,1.0,DK00600777582010-05-19
1407,1407,Eik Banki P/F,FO0005702340,0,2010-05-19,1,eik banki p/f issues floating-rate bonds,1.0,FO00057023402010-05-19
1408,1408,IMMOFINANZ AG,AT0000A21KS2,0,2010-05-19,1,immofinanz ag: immofinanz-group agrees upon the acquisition of aviso zeta bank ag and aviso delta gmbh,0.0,AT0000A21KS22010-05-19
1409,1409,DF Deutsche Forfait AG,DE000A2AA204,0,2010-05-20,1,df deutsche forfait ag achieves significant rise in profit in the first quarter,1.0,DE000A2AA2042010-05-20
1410,1410,IFCO SYSTEMS N.V.,NL0000268456,0,2010-05-20,1,island international investment limited partnership decides to postpone the planned secondary public offering of its shares in ifco systems n.v. ,1.0,NL00002684562010-05-20
1411,1411,Pankl Racing Systems AG,AT0000800800,0,2010-05-20,1,pankl racing systems ag refinances corporate bond,0.0,AT00008008002010-05-20
1412,1412,systaic AG,DE000A0JKYP6,0,2010-05-20,1,systaic agrees new payment schedule with major client for settlement of claims by december 2010 and publishes key data for q1 2010,1.0,DE000A0JKYP62010-05-20
1413,1413,Skjern Bank A/S,DK0010295922,0,2010-05-20,1,skjern bank issues floating-rate bonds,0.0,DK00102959222010-05-20
1414,1414,GeoSentric Oyj,FI0009004204,0,2010-05-20,1,"disclosure under chapter 2, section 10 of the securities market act",1.0,FI00090042042010-05-20
1415,1415,RTX,DK0010267129,0,2010-05-20,1,report on transactions by managerial employees and closely related parties with shares and affiliated securities of rtx telecom,0.0,DK00102671292010-05-20
1416,1416,Rella Holding A/S,DK0016033889,0,2010-05-20,1,circulation numbers denmark april 2010,1.0,DK00160338892010-05-20
1417,1417,Danske Bank A/S,DK0010274414,0,2010-05-20,1,change in start value of share in db klimatek 11,0.0,DK00102744142010-05-20
1418,1418,Atria Oyj,FI0009006548,0,2010-05-20,1,atria invests in production automation in sweden,0.0,FI00090065482010-05-20
1419,1419,Sponda Oyj,FI0009006829,0,2010-05-20,1,sponda issues eur 100 million bond,0.0,FI00090068292010-05-20
1420,1420,SAF Tehnika,LV0000101129,0,2010-05-20,1,participation of jsc “saf tehnika” in sviazexpocomm2010,1.0,LV00001011292010-05-20
1421,1421,Orad Hi-Tec Systems Ltd,IL0010838071,0,2010-05-20,1,orad hi-tec systems ltd: dividend announcement,1.0,IL00108380712010-05-20
1422,1422,IMMOFINANZ AG,AT0000A21KS2,0,2010-05-20,1,immofinanz ag: immofinanz group enters into an agreement with constantia packaging b.v.,0.0,AT0000A21KS22010-05-20
1423,1423,Kontron S&T AG,DE0006053952,0,2010-05-20,1,kontron acquires us company ap labs group,0.0,DE00060539522010-05-20
1424,1424,International Minerals Corp.,CA4598751002,0,2010-05-21,1,"international minerals commences drilling at goldfield, nevada. new senior staff appointments",0.0,CA45987510022010-05-21
1425,1425,BÖWE SYSTEC AG i.I.,DE0005239701,0,2010-05-21,1,böwe systec ag files for the opening of an insolvency proceeding,0.0,DE00052397012010-05-21
1426,1426,Ruukki Group Oyj,FI0009800098,0,2010-05-21,1,thomas hoyer nominated the ceo of pohjolan design-talo oy,0.0,FI00098000982010-05-21
1428,1428,Newcap Holding,DK0010212570,0,2010-05-21,1,"company announcement no. 20/2010 - formation of monetar holding ab, sweden",1.0,DK00102125702010-05-21
1429,1429,Topotarget,DK0060003556,0,2010-05-21,1,topotarget a/s announces belinostat abstract at the 2010 annual meeting of the american society of clinical oncology,0.0,DK00600035562010-05-21
1430,1430,CTS Eventim AG & Co. KGaA,DE0005470306,0,2010-05-21,1,cts eventim ag takes over additional 49.826% of ticketone s.p.a. in italy  ,0.0,DE00054703062010-05-21
1431,1431,Metsä Board Oyj,FI0009000665,0,2010-05-21,1,negotiations to reduce personnel by 220 finalised in speciality papers business area,1.0,FI00090006652010-05-21
1432,1432,Finnair Oyj,FI0009003230,0,2010-05-21,1,finnair leases two embraer 170 aircraft to kenya airways,1.0,FI00090032302010-05-21
1434,1434,SLEEPZ AG,DE000A2E3772,0,2010-05-21,1,bmp ag: significant increase in earnings for the first quarter of 2010,1.0,DE000A2E37722010-05-21
1435,1435,Bloxolid AG,CH0012192198,0,2010-05-21,1,novavisions ag - results for the first quarter 2010 ,0.0,CH00121921982010-05-21
1436,1436,YIT,FI0009800643,0,2010-05-24,1,"notification of change in holdings under chapter 2, section 9 of the finnish securities market act",0.0,FI00098006432010-05-24
1437,1437,Ixonos,FI0009008007,0,2010-05-24,1,ixonos continues to rationalize its operations in finland,0.0,FI00090080072010-05-24
1438,1438,Neo Industrial Oyj,FI0009800296,0,2010-05-24,1,neomarkka's subsidiary reka cables' co-determination negotiations finished,1.0,FI00098002962010-05-24
1439,1439,Millicom International Cellular S.A.,SE0001174970,0,2010-05-25,1,annual general meeting of shareholders,1.0,SE00011749702010-05-25
1440,1440,Amagerbanken A/S,DK0060037109,0,2010-05-25,1,renewed calculation og individual solvency requirement,0.0,DK00600371092010-05-25
1441,1441,HSBC Trinkaus & Burkhardt AG,DE0008115106,0,2010-05-25,1,"proposed 1 for 13 rights issue of 2,007,693 new ordinary shares at eur75.00 each",1.0,DE00081151062010-05-25
1442,1442,Salcomp Oyj,FI0009013924,0,2010-05-25,1,salcomp renewed its financing arrangements,0.0,FI00090139242010-05-25
1443,1443,Rigas elektromašinbuves rupnica,LV0000101012,0,2010-05-25,1,jsc “riga electric machinery factory” report on corporate governance principles 2009,1.0,LV00001010122010-05-25
1444,1444,Praktiker AG,DE000A0F6MD5,0,2010-05-25,1,fine notice,0.0,DE000A0F6MD52010-05-25
1445,1445,Lassila & Tikanoja Oyj,FI0009010854,0,2010-05-26,1,l&t biowatti to discontinue its wood pellet business,1.0,FI00090108542010-05-26
1446,1446,DEAG Deutsche Entertainment Aktiengesellschaft,DE000A0Z23G6,0,2010-05-26,1,deag deutsche entertainment aktiengesellschaft: ,1.0,DE000A0Z23G62010-05-26
1447,1447,Innofactor Oyj,FI0009007637,0,2010-05-26,1,"westend ict plc, removal of register entry",1.0,FI00090076372010-05-26
1448,1448,4SC AG,DE000A14KL72,0,2010-05-26,1,4sc: phase ii hodgkin lymphoma study with hdac inhibitor resminostat advances into the second recruitment stage,1.0,DE000A14KL722010-05-26
1449,1449,Greentech Energy Systems A/S,DK0010240514,0,2010-05-26,1,acquisition of the remaining shares in the minerva messina project,1.0,DK00102405142010-05-26
1450,1450,Millicom International Cellular S.A.,SE0001174970,0,2010-05-26,1,new chairman of the board elected,0.0,SE00011749702010-05-26
1454,1454,Atlantic Petroleum P/F,FO000A0DN9X4,0,2010-05-26,1,related party trading,1.0,FO000A0DN9X42010-05-26
1455,1455,Seligson & Co Rahastoyhtiö Oyj,FI0008805627,0,2010-05-26,1,dividend payment of the seligson & co omx helsinki 25 exchange traded fund,1.0,FI00088056272010-05-26
1456,1456,Jadeberg Partners AG,CH0034183175,0,2010-05-26,1,cleantech invest ag reports audited financial results (ifrs) for fiscal year 2009,0.0,CH00341831752010-05-26
1457,1457,Veloxis Pharmaceuticals A/S,DK0060048148,0,2010-05-27,1,"lifecycle pharma a/s - report pursuant to the danish securities trading act, section 28(a)",1.0,DK00600481482010-05-27
1458,1458,PKC Group Oyj,FI0009006381,0,2010-05-27,1,pkc group's capital markets day on 27 may 2010,1.0,FI00090063812010-05-27
1459,1459,Digia Oyj,FI0009007983,0,2010-05-27,1,new incentive scheme based on share earnings and growth for digia's management,1.0,FI00090079832010-05-27
1463,1463,First Sensor AG,DE0007201907,0,2010-05-27,1,silicon sensor international ag: quarterly results confirm upward trend,1.0,DE00072019072010-05-27
1464,1464,A.P. MÃ¸ller - MÃ¦rsk A/S,DK0010244508,0,2010-05-27,1,a.p. møller - mærsk a/s - sale of netto foodstores limited,1.0,DK00102445082010-05-27
1465,1465,Santa Fe Group,DK0010006329,0,2010-05-27,1,eac receives payment of outstanding royalties from venezuela of usd 15m,1.0,DK00100063292010-05-27
1466,1466,Max Bank A/S,DK0010305903,0,2010-05-27,1,max bank and skælskør bank agree on the basis for a merger,1.0,DK00103059032010-05-27
1467,1467,Grønlandsbanken A/S,DK0010230630,0,2010-05-27,1,grønlandsbanken issues floating-rate bonds,0.0,DK00102306302010-05-27
1468,1468,Arise Windpower AB,SE0002095604,0,2010-05-27,1,senior executive reallocates shareholding in arise windpower,1.0,SE00020956042010-05-27
1469,1469,Ventspils nafta,LV0000100816,0,2010-05-27,1,no list of shareholders of jsc “ventspils nafta” has been issued,0.0,LV00001008162010-05-27
1470,1470,Latvijas Gaze,LV0000100899,0,2010-05-27,1,additional report on observance of corporate governance principles for the year 2009,1.0,LV00001008992010-05-27
1471,1471,Fabasoft AG,AT0000785407,0,2010-05-27,1,fabasoft ag announces group figures for the fiscal year 2009/2010,1.0,AT00007854072010-05-27
1473,1473,Ruukki Group Oyj,FI0009800098,0,2010-05-28,1,ruukki group plc 2009 comparative interim financial information,1.0,FI00098000982010-05-28
1474,1474,BP p.l.c.,GB0007980591,0,2010-05-28,1,bp p.l.c.: total voting rights,0.0,GB00079805912010-05-28
1475,1475,MBB SE,DE000A0ETBQ4,0,2010-05-28,1,mbb industries ag: mbb industries ag doubles first quarter result to 13 cents per share  compared to prior year's quarter,1.0,DE000A0ETBQ42010-05-28
1476,1476,SimCorp A/S,DK0016026164,0,2010-05-28,1,insiders' trade of shares in simcorp a/s,1.0,DK00160261642010-05-28
1477,1477,Gigaset AG,DE0005156004,0,2010-05-30,1,arques reschedules publication of annual financial statements 2009 ,0.0,DE00051560042010-05-30
1478,1478,Raiffeisen Bank International AG,AT0000606306,0,2010-05-30,1,raiffeisen international bank-holding ag: first quarter report 2010,1.0,AT00006063062010-05-30
1479,1479,GeoSentric Oyj,FI0009004204,0,2010-05-31,1,"financing round update, preliminary agreement on 6m€ additional financing",1.0,FI00090042042010-05-31
1481,1481,ISRA VISION AG,DE0005488100,0,2010-05-31,1,isra vision ag: good performance of first 6 month confirms positive forecast for the total year 2009/2010,1.0,DE00054881002010-05-31
1482,1482,Nordicom A/S,DK0010158500,0,2010-05-31,1,issuance of convertible bonds,0.0,DK00101585002010-05-31
1484,1484,Honkarakenne Oyj,FI0009900104,0,2010-05-31,1,honkarakenne oyj's executives invest in honkarakenne's shares as part of the executives incentive plan,1.0,FI00099001042010-05-31
1485,1485,BASF SE,DE000BASF111,0,2010-05-31,1,basf se: kurt bock appointed new chairman of basf's board of executive directors,1.0,DE000BASF1112010-05-31
1486,1486,Technopolis,FI0009006886,0,2010-05-31,1,"technopolis to expand at helsinki-vantaa, finland",1.0,FI00090068862010-05-31
1488,1488,VEF Radiotehnika RRR,LV0000100972,0,2010-05-31,1,explanation of the 2009.report,1.0,LV00001009722010-05-31
